13,9,10
13,11,10
10,8,9
12,8,9
13,10,10
14,11,11
11,9,10
11,8,8
13,10,10
13,10,10
12,10,14
11,9,9
14,10,10
15,11,11
13,11,11
11,9,11
9,7,9
11,9,9
14,12,13
13,12,9
14,13,12
14,11,10
11,9,10
10,9,10
12,8,11
10,8,10
11,7,11
14,9,11
14,9,9
12,9,9
16,11,11
13,11,11
11,10,11
9,9,9
10,9,8
11,9,8
14,11,12
12,11,12
11,8,8
12,9,10
11,9,10
14,10,11
12,10,11
12,9,10
14,11,11
14,11,12
12,11,11
12,9,11
12,9,10
15,11,9
15,11,14
12,10,10
12,9,8
15,13,11
13,11,11
13,10,8
16,13,11
16,13,13
14,11,12
15,11,11
17,13,12
14,12,12
14,11,13
14,10,9
15,13,11
17,12,13
14,12,12
13,11,11
14,11,10
15,14,12
16,14,13
13,10,11
13,10,10
14,11,9
13,12,12
12,10,11
14,10,10
14,13,12
16,12,12
12,10,10
10,9,8
15,12,12
13,11,11
15,13,11
15,13,12
12,10,10
17,13,13
15,13,11
14,12,12
14,10,11
14,11,11
16,13,12
15,13,13
14,11,13
14,10,11
15,11,12
14,12,15
12,9,13
14,11,13
13,12,14
12,9,13
13,10,12
12,10,13
8,9,8
11,8,11
14,9,13
13,9,11
10,9,13
11,9,13
14,9,14
14,11,14
13,9,14
16,11,14
18,13,17
14,12,16
17,12,19
17,13,16
17,15,18
18,14,18
15,12,16
17,13,16
16,13,17
18,15,17
17,15,19
17,12,16
18,14,17
16,14,18
16,13,17
15,11,14
15,12,15
15,11,16
16,14,17
16,13,16
12,10,14
16,12,16
14,12,15
13,11,15
14,11,14
15,11,14
15,13,15
16,11,15
15,11,14
17,14,16
16,13,15
14,11,13
15,11,13
16,14,16
16,12,13
15,11,14
17,12,14
17,14,17
17,12,15
16,12,14
18,13,17
15,11,16
19,15,16
16,15,14
17,15,16
16,13,14
16,12,13
19,15,14
18,14,16
17,13,14
17,14,16
21,14,17
19,15,18
15,15,15
18,13,14
20,15,16
21,16,17
18,15,17
16,14,16
17,14,17
19,10,16
17,15,16
15,12,14
14,12,13
15,11,12
15,14,8
17,14,14
17,14,14
15,12,14
14,10,11
17,13,12
17,15,17
14,11,14
12,11,11
15,13,10
15,12,12
13,11,11
13,12,12
15,11,9
13,14,12
15,13,12
14,11,10
15,13,13
13,11,10
18,14,12
16,15,13
16,15,13
18,13,11
17,16,11
16,14,10
17,14,14
16,15,12
16,13,12
14,12,10
15,12,8
18,14,11
18,15,12
16,15,11
16,14,12
15,13,10
16,13,10
17,14,12
18,17,14
18,16,14
17,15,13
17,15,12
17,14,13
17,13,12
18,16,13
18,16,14
16,14,12
17,15,12
17,14,10
17,15,11
18,16,12
17,17,12
14,13,11
14,13,9
14,13,9
15,13,9
15,13,9
16,15,11
14,14,10
13,13,10
9,10,6
14,13,8
14,14,10
13,13,10
11,10,8
9,8,7
13,12,7
14,14,9
11,11,8
12,10,9
13,11,9
14,13,9
14,13,10
12,13,10
12,12,10
14,12,9
11,11,8
15,17,12
17,15,13
12,13,11
13,12,11
15,13,11
17,15,12
16,15,13
14,14,12
13,13,11
14,14,12
14,13,15
15,12,10
16,14,12
15,14,13
13,12,11
16,13,13
15,14,11
14,14,13
13,13,13
14,12,12
15,12,12
17,15,13
15,14,14
12,11,12
13,11,10
16,14,13
15,13,13
14,10,10
15,14,13
14,13,12
13,11,12
15,12,13
16,15,15
17,14,16
14,9,14
15,12,14
15,13,13
17,14,15
15,14,15
14,12,14
18,12,11
14,14,13
15,14,14
15,13,14
15,12,13
16,14,14
14,14,15
14,14,11
16,11,14
15,14,15
15,13,14
15,13,14
15,13,13
17,13,17
13,11,13
15,13,13
16,15,15
15,14,16
15,13,13
13,11,12
16,13,14
16,13,13
17,14,15
16,15,15
16,14,15
15,14,15
17,14,14
17,15,15
17,15,16
15,12,14
16,13,15
17,14,14
19,16,16
18,17,17
17,14,16
18,14,16
16,13,15
17,13,14
22,18,22
18,16,17
17,14,16
15,13,14
18,15,16
18,16,16
16,14,15
15,13,13
17,14,14
19,18,19
15,14,16
17,14,15
18,15,16
18,16,16
16,14,16
16,14,15
19,15,16
20,17,17
19,16,18
16,14,15
18,14,15
19,17,18
20,15,17
20,17,19
21,16,19
21,18,18
20,16,16
22,18,18
21,18,20
21,19,19
24,19,19
23,21,21
23,20,20
21,18,19
25,20,20
25,22,21
24,21,22
24,22,22
24,19,18
25,19,21
25,22,23
21,20,21
22,20,21
24,21,19
30,20,27
23,20,22
24,20,20
23,19,20
25,21,21
24,21,21
22,19,21
23,20,21
23,18,20
23,19,20
24,21,22
22,20,21
21,18,18
26,20,21
25,21,22
22,19,21
24,19,21
26,24,21
28,18,24
25,20,21
24,21,23
26,19,22
25,21,22
24,20,22
24,20,20
24,19,21
23,19,23
22,18,22
26,21,21
24,21,24
27,21,22
25,21,23
22,19,20
24,18,20
26,22,23
23,18,21
25,21,22
23,19,22
25,19,21
23,19,21
23,19,21
23,19,21
24,20,23
24,19,22
26,22,23
25,21,23
25,21,22
25,20,23
27,23,23
26,22,23
24,20,23
26,20,22
25,21,23
22,19,19
27,22,23
25,22,23
24,18,22
23,17,22
26,20,22
25,21,23
25,19,23
26,21,23
21,23,24
22,19,22
26,21,24
24,21,23
24,17,23
26,21,22
26,23,25
25,20,23
28,22,24
25,18,21
26,20,23
29,22,25
25,21,22
25,18,22
26,21,24
26,19,23
28,21,24
26,20,23
27,20,23
25,19,23
27,20,23
25,19,23
26,20,24
28,22,25
29,23,27
26,20,24
28,22,24
28,22,25
26,20,21
27,20,24
27,21,24
26,20,24
27,20,23
28,21,23
28,22,25
27,21,23
29,23,26
25,20,25
26,21,24
28,23,26
25,19,23
27,22,24
25,18,23
26,20,23
26,20,24
23,19,23
26,18,22
22,19,20
24,20,23
29,19,23
24,20,21
22,17,19
23,19,21
20,17,21
21,16,20
22,17,21
22,16,21
20,16,20
23,19,21
21,17,18
22,19,21
20,17,20
22,15,20
22,18,19
21,16,20
25,18,21
21,18,21
24,19,21
23,19,21
21,17,21
24,19,21
21,17,23
23,20,21
23,21,22
24,20,23
24,19,21
24,19,21
22,18,21
24,19,22
25,20,22
24,20,23
21,21,21
24,21,22
25,21,24
23,20,22
25,22,24
25,21,24
27,22,24
24,20,23
24,19,21
25,21,24
23,18,21
29,22,24
25,21,24
24,20,23
25,22,23
24,19,22
25,20,21
22,22,24
25,20,23
26,23,25
24,19,22
25,20,21
26,22,24
27,22,23
27,22,25
24,22,25
29,23,25
