179,21,16
181,24,16
179,24,17
181,24,17
180,24,16
178,22,15
179,23,17
178,22,15
180,25,17
180,23,19
180,24,17
179,23,15
177,23,17
177,22,14
178,23,18
175,25,16
175,21,14
178,23,17
179,22,16
179,23,15
178,22,16
178,24,16
175,20,14
178,25,18
177,21,13
180,24,17
177,21,15
177,24,16
177,22,16
179,24,17
177,21,15
178,24,16
176,21,15
176,23,16
176,20,14
178,24,17
183,23,19
177,23,17
176,23,16
173,23,15
177,23,15
176,21,13
179,25,16
178,24,17
179,22,16
177,20,13
179,22,15
180,24,17
181,24,16
182,26,17
181,22,16
178,23,16
177,22,15
178,22,16
180,24,16
180,24,17
182,25,17
183,23,16
184,24,15
186,23,15
184,23,15
188,25,16
188,23,15
189,25,20
190,24,16
190,25,17
193,26,16
191,23,16
194,27,17
194,25,17
195,27,19
192,24,16
193,26,16
191,23,18
194,26,17
193,26,15
196,26,17
193,25,17
193,28,18
194,27,17
192,25,16
193,27,17
190,24,15
188,24,16
189,26,17
186,24,16
186,27,17
185,26,17
180,23,16
178,24,17
178,24,16
176,24,17
178,25,16
176,24,16
172,23,16
173,25,17
171,25,17
166,22,15
164,23,16
163,24,17
157,22,15
140,20,15
134,21,16
125,19,14
109,17,14
101,16,12
97,16,13
86,13,13
86,15,11
84,12,10
83,13,12
84,13,11
82,12,11
85,14,13
82,12,10
83,14,13
83,14,12
82,12,11
83,14,12
83,12,12
85,14,12
84,12,10
86,14,12
86,12,11
84,13,12
87,14,11
85,11,11
85,13,11
86,12,13
88,14,12
87,13,11
85,12,11
89,15,12
87,11,10
89,13,11
88,12,11
89,14,12
88,12,11
88,12,10
88,14,12
89,13,11
85,11,9
89,13,11
87,12,11
89,13,13
90,14,12
89,13,11
89,13,12
90,14,12
89,12,10
91,14,11
91,13,11
89,12,11
91,14,12
93,15,12
91,12,11
90,13,11
92,13,11
92,13,11
90,12,12
92,14,11
89,12,11
90,12,10
91,14,12
90,12,11
91,14,12
94,15,12
92,13,11
91,14,12
92,13,10
91,13,11
89,11,11
92,14,11
91,13,11
89,12,10
93,15,13
93,13,11
91,12,10
94,14,12
97,15,12
95,12,11
98,15,13
97,14,11
97,14,12
99,15,13
97,14,12
99,15,12
98,13,12
100,15,12
97,13,12
97,13,12
94,13,11
96,14,12
95,13,11
96,15,13
97,15,12
96,14,13
100,16,13
97,13,11
95,12,11
96,12,10
95,13,11
99,15,13
97,12,11
100,15,13
100,14,11
102,14,12
101,14,12
99,14,13
101,15,12
99,13,11
100,14,12
99,13,12
101,15,13
100,13,11
99,14,13
100,15,12
100,15,17
100,16,13
98,13,12
100,16,13
99,13,12
100,15,13
101,15,12
98,14,13
99,15,13
98,13,11
96,14,13
98,15,13
98,15,12
97,14,12
98,15,13
97,13,11
96,13,13
97,14,11
96,13,12
96,14,13
95,12,10
94,12,11
98,15,13
96,13,11
95,13,13
95,14,11
91,11,10
93,14,12
91,12,10
92,14,12
94,16,13
90,11,10
91,14,12
91,13,11
88,12,10
88,14,12
87,11,10
87,13,11
88,11,9
90,12,11
92,14,13
92,12,11
94,14,12
95,13,11
92,14,12
94,14,12
91,12,11
91,12,10
92,11,13
91,14,12
91,12,12
90,14,12
92,13,11
90,12,11
92,14,12
92,12,11
92,15,13
92,13,12
91,11,11
91,13,11
91,14,11
92,12,12
93,14,12
92,14,11
92,12,10
94,15,13
87,11,8
92,13,11
94,15,13
93,13,11
91,12,11
93,13,11
91,12,11
93,14,12
94,13,11
94,13,13
94,14,10
92,11,11
92,15,11
93,14,12
92,13,12
92,15,12
93,13,10
96,15,14
97,14,12
99,9,14
94,13,12
95,13,11
92,12,10
95,15,12
94,12,11
91,11,10
96,15,13
94,15,12
97,14,11
94,12,11
95,15,13
96,14,12
92,12,10
96,15,12
94,13,11
95,14,13
92,13,10
92,14,6
96,15,12
94,13,12
95,14,11
95,13,10
96,15,13
94,12,10
95,12,11
96,15,13
95,13,11
95,13,12
97,15,12
95,12,12
94,12,11
97,13,11
95,13,11
96,14,13
97,13,11
97,15,10
96,13,12
97,12,11
96,13,12
99,16,12
96,10,11
97,13,12
96,13,11
93,13,10
96,14,11
95,13,12
92,17,11
99,15,12
97,12,11
98,14,12
98,13,11
98,15,13
96,12,10
